🌴林中小屋🏡免费直播接口,#genre#
情哥哥DJ,https://vd3.bdstatic.com/mda-kjs8ewqz9tidsdjk/v1-cae/hd/mda-kjs8ewqz9tidsdjk.mp4
伤感情歌DJ《爱错绝情的你》《我只想告诉你》新歌上线,https://vd4.bdstatic.com/mda-nc37edj3rtfxe0dw/720p/h264_delogo/1646371172935157274/mda-nc37edj3rtfxe0dw.mp4
现场一曲《最美的情缘》DJ版,https://vd3.bdstatic.com/mda-ih4mz2ubqfx9q9gb/sc/mda-ih4mz2ubqfx9q9gb.mp4
DJ舞曲《闯天涯》,https://vd2.bdstatic.com/mda-mjf3hahmam95yfkd/sc/cae_h264_nowatermark/1634352379471224566/mda-mjf3hahmam95yfkd.mp4
DJ舞曲《拼命的喝酒拼命的抽烟》,https://vd2.bdstatic.com/mda-nd1n5vscnn77rui2/sc/cae_h264_delogo/1648915878369422268/mda-nd1n5vscnn77rui2.mp4
最火的5首DJ舞曲,https://vd2.bdstatic.com/mda-mmqfbgzdj99h2g2a/sc/cae_h264_nowatermark/1640431486180468034/mda-mmqfbgzdj99h2g2a.mp4
情难断,https://vd2.bdstatic.com/mda-nc64m5emhisa13mr/cae_h264_delogo/1646623933147802848/mda-nc64m5emhisa13mr.mp4
《经典老歌》DJ舞曲串烧，70、80、90后,https://vd3.bdstatic.com/mda-ihps4033ktcz7mfq/sc/mda-ihps4033ktcz7mfq.mp4
《感动天感动地》无损超嗨版,https://vd2.bdstatic.com/mda-kc9syj5km9m1bvbq/sc/mda-kc9syj5km9m1bvbq.mp4
《潇洒的走DJ》动感节奏,https://vd4.bdstatic.com/mda-kgirfiwxg342z9d8/v1-cae/sc/mda-kgirfiwxg342z9d8.mp4
《听风的歌》DJ舞曲重低音夜店歌曲,https://vd3.bdstatic.com/mda-kb2nbj78xr6a1mbi/v1-cae/sc/mda-kb2nbj78xr6a1mbi.mp4
2018精选十首《动感DJ舞曲》串烧大碟,https://vd3.bdstatic.com/mda-ii00rzrptt9e56yf/sc/mda-ii00rzrptt9e56yf.mp4
2020国外热门动感DJ版,https://vd3.bdstatic.com/mda-kb2bqk7bw0ntjpfn/sc/mda-kb2bqk7bw0ntjpfn.mp4
车载DJ推荐《将军在上》《馋丫头》,https://vd4.bdstatic.com/mda-mm83f0d9sws2zdu4/sc/cae_h264/1639107595725814486/mda-mm83f0d9sws2zdu4.mp4
车载音乐DJ歌曲劲歌热舞提神醒目,https://vd3.bdstatic.com/mda-ncf25mrs5bm53k6j/sc/cae_h264_delogo/1647396409036292673/mda-ncf25mrs5bm53k6j.mp4
DJ歌曲《怎么爱都爱不够》,https://vd3.bdstatic.com/mda-mksyipb0103ck0pm/sc/cae_h264_nowatermark/1638055298562460672/mda-mksyipb0103ck0pm.mp4
车载DJ《殇雪》,https://vd3.bdstatic.com/mda-mhve4gb9hi8cstzk/1080p/cae_h264/1630319514896018158/mda-mhve4gb9hi8cstzk.mp4
7 DJ舞曲,https://vd2.bdstatic.com/mda-nch73gktvfmgdrbd/sc/cae_h264_delogo/1647644537085447432/mda-nch73gktvfmgdrbd.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1648813542-0-0-4a2d27d50015d19f3ed5cf5fbc261f79&bcevod_channel=searchbox_feed&pd=1&vt=1&cd=0&watermark=0&did=ced9e69a4f6154e91be590c1d5a488ab&logid=0942439256&vid=4192073541598205553&pt=0&appver=7.2.1.10&model=T7-5G10&osver=9&cr=2&abtest=peav_g52&sle=1&sl=1420&split=1235330&dt=1&nt=0&pe=0&prerender=0&kpdl=1&h265_m=-1&klogid=c770aa16cadb579d&kapid=1&psp=1&psk=1028&pif=0_0_0_0&qtfc=65535&qtut=0&stg=none
DJ  无情书,https://vd3.bdstatic.com/mda-kkikg9rzshuhcxwy/v1-cae/sc/mda-kkikg9rzshuhcxwy.mp4
野花香DJ,https://vd3.bdstatic.com/mda-mm68k5z0h1qjm8n0/sc/cae_h264/1638980550463660240/mda-mm68k5z0h1qjm8n0.mp4
精选DJ,https://vd3.bdstatic.com/mda-mm68drt808w1nins/720p/h264/1638861890075163680/mda-mm68drt808w1nins.mp4
伤感情歌DJ,https://vd3.bdstatic.com/mda-mkv7idcnxrgc3cnd/sc/cae_h264/1638257251905732477/mda-mkv7idcnxrgc3cnd.mp4
DJ情歌,https://vd2.bdstatic.com/mda-mm67ychk60q5n0d1/sc/cae_h264/1638893384360470440/mda-mm67ychk60q5n0d1.mp4
爱情情歌DJ网,https://vd2.bdstatic.com/mda-mkq4iax6ed1yimay/sc/cae_h264/1637837116068761026/mda-mkq4iax6ed1yimay.mp4
绝美情歌DJ,https://vd2.bdstatic.com/mda-mkp952u577gbq8uc/sc/cae_h264/1637737197319948432/mda-mkp952u577gbq8uc.mp4
慢摇DJ舞曲,https://vd2.bdstatic.com/mda-mkpi5r0xe92ja446/sc/cae_h264/1637775035132431598/mda-mkpi5r0xe92ja446.mp4
情歌DJ合集,https://vd4.bdstatic.com/mda-mkp3tpu9ghk2ufev/sc/cae_h264/1637733480141753790/mda-mkp3tpu9ghk2ufev.mp4
新世纪舞曲,https://vd4.bdstatic.com/mda-mkq704rtr59i9jtj/sc/cae_h264/1637823373696903055/mda-mkq704rtr59i9jtj.mp4
日韩舞曲DJ,https://vd4.bdstatic.com/mda-mknatf58h2evy18i/sc/cae_h264/1637653930525484478/mda-mknatf58h2evy18i.mp4
国际舞曲,https://vd4.bdstatic.com/mda-mkpde77et4yvqx7e/sc/cae_h264/1637766610977026004/mda-mkpde77et4yvqx7e.mp4
车载DJ舞曲《大风吹》《浪子闲话》《玛尼情歌》《沙漠骆驼》,https://vdse.bdstatic.com//7002925e04c4c451cfa8aafc9b4190c7.mp4
七首DJ情歌《拈花一笑》《对面的小姐姐》《想你了小哥哥》等,https://vdse.bdstatic.com//ed10354ac1acc37c9922074fd88d3697.mp4
《拈花一笑》《对面的小姐姐》《想你了小哥哥》《一朵情花开》,https://vdse.bdstatic.com//7cfaf27a4db89583e069a40fbc2ed84b.mp4
网络金曲《拈花一笑》《陪你千山万水》《对面小姐姐》,https://vdse.bdstatic.com//c2deba4d320384736569e542ac531aff.mp4
DJ舞曲英雄泪,https://vd3.bdstatic.com/mda-mkt45tnypacz3smk/sc/cae_h264/1638069225501294830/mda-mkt45tnypacz3smk.mp4
今夜回望DJ,https://vd2.bdstatic.com/mda-mkv7cbzq5xdtf9ms/sc/cae_h264/1638478442002383579/mda-mkv7cbzq5xdtf9ms.mp4
舞曲视频1,https://vd4.bdstatic.com/mda-mkf4g5p5hpevqbx6/sc/cae_h264/1637033781127837401/mda-mkf4g5p5hpevqbx6.mp4
舞曲视频3,https://vd3.bdstatic.com/mda-mkmee6e6z4rq6zy7/sc/cae_h264/1637580756649466839/mda-mkmee6e6z4rq6zy7.mp4
舞曲视频4,https://vd2.bdstatic.com/mda-mkn56h2g8ux3dtxq/sc/cae_h264/1637642599802363137/mda-mkn56h2g8ux3dtxq.mp4
车载DJ视频6,https://vdse.bdstatic.com//7e9d2da860d4ac39c0ea86502360d6fe.mp4
好歌分享《精选6首伤感DJ舞曲》HD,https://vdse.bdstatic.com//0c87c8977d0a33498fe7362d3c60c22c.mp4






👓裸眼3D影片剪辑👓,#genre#
3D0,https://vd2.bdstatic.com/mda-kfhr50vjwtmttwxc/v1-cae/sc/mda-kfhr50vjwtmttwxc.mp4
3D1,https://vd4.bdstatic.com/mda-mdfijn4crxseyky0/1080p/cae-h264/1618549960/mda-mdfijn4crxseyky0.mp4
3d4,https://vd2.bdstatic.com/mda-kmtfv6y5gctpa35w/sc/mda-kmtfv6y5gctpa35w.mp4
混剪3D,https://vd3.bdstatic.com/mda-kksk814vwc1m06av/sc/mda-kksk814vwc1m06av.mp4
头号玩家,https://vd2.bdstatic.com/mda-kknwdmibvdrfaavv/v1-cae/1080p/mda-kknwdmibvdrfaavv.mp4
变形金刚1,https://vd3.bdstatic.com/mda-khb9j4g6c25biyqj/v1-cae/1080p/mda-khb9j4g6c25biyqj.mp4
精美,https://vd4.bdstatic.com/mda-mjak88esahdcpmc5/1080p/cae-h264/1633962937397290860/mda-mjak88esahdcpmc5.mp4
变形金刚U,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/720p/h264-delogo/1649341231263414752/mda-nd6k8tnavw6sj0a5.mp4
变形金刚LD,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/1080p/cae-h264-delogo/1649341416696755483/mda-nd6k8tnavw6sj0a5.mp4
变形金刚2K,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/qhd/cae-h264-delogo/1649341416716222901/mda-nd6k8tnavw6sj0a5.mp4
变形金刚4K,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/uhd/cae-h264-delogo/1649341416749683469/mda-nd6k8tnavw6sj0a5.mp4
Bicycle,https://vd2.bdstatic.com/mda-mbirabhun6n01ucc/v1-cae/1080p/mda-mbirabhun6n01ucc.mp4
玩家,https://vd3.bdstatic.com/mda-kbhkh7z58qvsn0a1/mda-kbhkh7z58qvsn0a1.mp4
钢铁侠,https://vd4.bdstatic.com/mda-narbupksqbu5yyiy/sc/cae-h264-nowatermark-delogo/1643187081773112317/mda-narbupksqbu5yyiy.mp4
龙腾虎跃,https://vd2.bdstatic.com/mda-nb48vhn84vq41zf3/1080p/cae-h264-delogo/1644042257215201305/mda-nb48vhn84vq41zf3.mp4
终结者,https://vd3.bdstatic.com/mda-jk1hupziz0524rq1/mda-jk1hupziz0524rq1.mp4
AA,https://vd3.bdstatic.com/mda-mfnc43q5ngnzua6p/sc/cae-h264/1624437508830556235/mda-mfnc43q5ngnzua6p.mp4
Dreamcatcher,https://vd3.bdstatic.com/mda-mbiqgzsnfeyv74y6/v1-cae/1080p/mda-mbiqgzsnfeyv74y6.mp4
东京-新宿,https://vd4.bdstatic.com/mda-na6metzpvv5xqh6h/1080p/cae-h264/1641623274673701803/mda-na6metzpvv5xqh6h.mp4
大片3D,https://vd2.bdstatic.com/mda-ki2cvyhz79rw40wg/v1-cae/sc/mda-ki2cvyhz79rw40wg.mp4
小丑,https://vd2.bdstatic.com/mda-jkbrts1znp07ryb8/sc/mda-jkbrts1znp07ryb8.mp4
X战警：黑凤凰,https://vd2.bdstatic.com/mda-jetjizur4bnmfux8/hd/mda-jetjizur4bnmfux8.mp4
长津湖,https://vd3.bdstatic.com/mda-mgq3kek3j2cr07w7/sc/cae-h264-nowatermark/1627180666806871183/mda-mgq3kek3j2cr07w7.mp4
司藤,https://vd4.bdstatic.com/mda-nae2xzfan0zk06f7/sc/cae-h264-delogo/1642265942028031063/mda-nae2xzfan0zk06f7.mp4
星球大战9,https://vd3.bdstatic.com/mda-ndfj480755j9juhe/cae-h264-delogo/1650116825326935651/mda-ndfj480755j9juhe.mp4
MV,https://vd4.bdstatic.com/mda-kmbika46ppvf7nzc/v1-cae/1080p/mda-kmbika46ppvf7nzc.mp4






🚩港澳台线路汇总🚩,#genre#
凤凰中文,http://171.213.134.224:19999/udp/239.93.0.162:2192#http://220.191.107.162:55555/udp/233.50.200.42:5140#http://115.201.186.182:9999/udp/233.50.200.42:5140#http://27.151.176.131:4022/rtp/239.61.2.183:9086
凤凰资讯,http://171.213.134.224:19999/udp/239.93.0.118:2191#http://220.191.107.162:55555/udp/233.50.200.192:5140#http://115.201.186.182:9999/udp/233.50.200.192:5140
凤凰资讯频道,http://183.204.13.237/cee7354084e908e7d71a99f88ecd0c61.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰资讯频道,http://146.56.153.245:20121/bysid/257
凤凰资讯频道,http://hikvision.city:880/fhzx.m3u8
凤凰资讯频道,http://wouu.net:9977/rtp/239.93.0.118:2191?Cf=cfss.cc
凤凰资讯频道,http://61.221.215.25:8800/hls/47/index.m3u8
凤凰资讯频道,http://www.cdtriot.cn:9999/udp/239.93.0.118:2191
凤凰资讯频道,http://222.209.49.12:8088/rtp/239.93.0.118:2191
凤凰资讯频道,http://222.209.49.12:8088/rtp/239.93.1.4:2191
凤凰资讯频道,http://112.19.171.156:9999/udp/239.93.0.118:2191



TVB翡翠,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
TVB星河,http://cdn9.1689.us.kg/smt1.1.php?id=Xinhe
Hoy 78,http://aktv.top/AKTV/live/aktv/hoy78/AKTV.m3u8
myTV SUPER 18台,http://aktv.top/AKTV/live/aktv/mytvsuper18/AKTV.m3u8
PopC,http://aktv.top/AKTV/live/aktv/popc/AKTV.m3u8
ROCK Action,http://aktv.top/AKTV/live/aktv/rockaction/AKTV.m3u8
TVB Plus,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8
明珠剧集台(北美),http://aktv.top/AKTV/live/aktv/null-19/AKTV.m3u8
明珠台,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8
无线新闻台,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
美亚电影台(HK),http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
千禧经典台,http://aktv.top/AKTV/live/aktv/null-15/AKTV.m3u8
娱乐新闻台(HK),http://aktv.top/AKTV/live/aktv/hk/AKTV.m3u8
翡翠剧集台(北美),http://aktv.top/AKTV/live/aktv/null-18/AKTV.m3u8
翡翠台,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
翡翠综合台(北美),http://aktv.top/AKTV/live/aktv/null-17/AKTV.m3u8
黄金翡翠台,http://aktv.top/AKTV/live/aktv/null-21/AKTV.m3u8
无线新闻频道,http://cdn9.1689.us.kg/smt1.1.php?id=inews_twn
无线新闻频道,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
无线新闻频道,http://zsntlqj.xicp.net:8896/bysid/83.m3u8
无线翡翠频道,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
无线翡翠频道,http://php.jdshipin.com/smt.php?id=jade_twn
无线翡翠频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
无线华丽频道,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbjade
无线华丽频道,http://php.jdshipin.com/smt.php?id=Tvbjade
无线华丽频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
无线华丽频粤,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8
无线功夫频道,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8
无线生活频道,http://v2h.jdshipin.com/finance2/finance2.stream/chunklist_w102.m3u8
无线生活频道,http://205.185.123.236:8899/tvb/Finance/stream.m3u8
无线星河频国,http://205.185.123.236:8899/tvb/xinghe/stream.m3u8
无线星河频粤,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
无线星河频道,http://php.jdshipin.com/smt.php?id=Xinhe
无线星河频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
无线翡翠,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
无线翡剧,http://aktv.top/AKTV/live/aktv/null-18/AKTV.m3u8
tvbs闽南,http://aktv.top/AKTV/live/aktv/tvbs/AKTV.m3u8
凤凰资讯,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
美亚电影,http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
无线新闻,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
凤凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
中天亚洲,http://aktv.top/AKTV/live/aktv/null-12/AKTV.m3u8
ThrIll_影,http://aktv.top/AKTV/live/aktv3/thrill/AKTV.m3u8
龙华电影,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8
靖天电影,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8
无线明珠,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8
france24,http://aktv.top/AKTV/live/aktv3/france24/AKTV.m3u8
rock影综,http://aktv.top/AKTV/live/aktv/rockaction/AKTV.m3u8
28ai赛马,http://aktv.top/AKTV/live/aktv/28ai/AKTV.m3u8
无线赛马,http://aktv.top/AKTV/live/aktv/mytvsuper18/AKTV.m3u8
VIUTV-英,http://aktv.top/AKTV/live/aktv2/viutv696/AKTV.m3u8
黄金翡翠,http://aktv.top/AKTV/live/aktv/null-21/AKTV.m3u8
寰宇新闻,http://aktv.top/AKTV/live/aktv/null-9/AKTV.m3u8
中天新闻,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
tvbs新闻,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
无线娱乐,http://aktv.top/AKTV/live/aktv/hk/AKTV.m3u8
ZooMoo-,http://aktv.top/AKTV/live/aktv3/zoomoo/AKTV.m3u8
CNa新闻,http://aktv.top/AKTV/live/aktv3/null-3/AKTV.m3u8
无线明剧,http://aktv.top/AKTV/live/aktv/null-19/AKTV.m3u8
Nick综合,http://aktv.top/AKTV/live/aktv3/nickelodeon/AKTV.m3u8
Plus综合,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8
Nhk新闻,http://aktv.top/AKTV/live/aktv3/nhkworldjapan/AKTV.m3u8
Nick卡通,http://aktv.top/AKTV/live/aktv3/nickjr/AKTV.m3u8
tvbs新闻,http://aktv.top/AKTV/live/aktv3/null-2/AKTV.m3u8
C+_香港,http://aktv.top/AKTV/live/aktv3/c/AKTV.m3u8
channelu,http://aktv.top/AKTV/live/aktv/channeluhd/AKTV.m3u8
KIX_韩综,http://aktv.top/AKTV/live/aktv3/kix/AKTV.m3u8
无线J1美,http://aktv.top/AKTV/live/aktv/null-17/AKTV.m3u8
AniMAX_,http://aktv.top/AKTV/live/aktv3/animaxhk/AKTV.m3u8
东方国际,http://aktv.top/AKTV/live/aktv3/null/AKTV.m3u8
凤凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
华视闽南,http://aktv.top/AKTV/live/aktv/null-11/AKTV.m3u8
国家地理,http://aktv.top/AKTV/live/aktv3/lovenaturehd/AKTV.m3u8
channel8,http://aktv.top/AKTV/live/aktv/channel8hd/AKTV.m3u8
VIUTV-粤AKtv,http://aktv.top/AKTV/live/aktv2/viutv99/AKTV.m3u8
channel5,http://aktv.top/AKTV/live/aktv/channel5hd/AKTV.m3u8
无线经典,http://aktv.top/AKTV/live/aktv/null-15/AKTV.m3u8
TVN韩综,http://aktv.top/AKTV/live/aktv/tvn/AKTV.m3u8
pₒₚc电影,http://aktv.top/AKTV/live/aktv/popc/AKTV.m3u8
日本新闻,http://aktv.top/AKTV/live/aktv/null-13/AKTV.m3u8
中视闽南,http://aktv.top/AKTV/live/aktv/null-10/AKTV.m3u8
无线亚剧,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
龙华日韩,http://aktv.top/AKTV/live/aktv/null-22/AKTV.m3u8


RTHK-34频道,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
Astv亚洲卫视,https://play-hsbj.vzan.com/slowlive/821481626725612417/live.m3u8
Plus即时频道,https://vdm6-ali.wujiekeji1.com/live/h6-2.flv
香港卫视频道,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
Diso综合频英,http://61.221.215.25:8800/hls/1/index.m3u8
八大第一频特,http://61.221.215.25:8800/hls/55/index.m3u8
NHK新闻频英,http://61.221.215.25:8800/hls/51/index.m3u8
amc电影频英,http://61.221.215.25:8800/hls/43/index.m3u8
八大戏剧频特,http://61.221.215.25:8800/hls/39/index.m3u8
ASC搜索频英,http://61.221.215.25:8800/hls/50/index.m3u8
中天娱乐频特,http://61.221.215.25:8800/hls/47/index.m3u8
千禧经典频道,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbclassic
无线华丽频道,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbjade
美亚电影频粤,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
八大综合频特,http://61.221.215.25:8800/hls/56/index.m3u8
Now星影频道,http://205.185.123.236:8899/1/now/stream.m3u8
无线新闻频道,http://cdn9.1689.us.kg/smt1.1.php?id=inews_twn
tvbs闽南频特,http://61.221.215.25:8800/hls/9/index.m3u8
无线星河频粤,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist.m3u8
RTHK-35频道,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
无线华丽频道,http://php.jdshipin.com/smt.php?id=Tvbjade
无线直播频道,http://v2h.jdshipin.com/liveshow/liveshow.stream/chunklist.m3u8
三立戏剧频特,http://61.221.215.25:8800/hls/41/index.m3u8
无线生活频道,http://205.185.123.236:8899/tvb/Finance/stream.m3u8
凤凰资讯频道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
无线功夫频道,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist.m3u8
无线生活频道,http://v2h.jdshipin.com/finance2/finance2.stream/chunklist.m3u8
千禧经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
动物星球频国,http://61.221.215.25:8800/hls/57/index.m3u8
无线星河频道,http://php.jdshipin.com/smt.php?id=Xinhe
凤凰香港频备,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
无线华丽频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
无线华丽频粤,http://v2h.jdshipin.com/jade2/jade.stream/chunklist.m3u8
无线翡翠频道,http://php.jdshipin.com/smt.php?id=jade_twn
Plus即时频道,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
无线翡翠频道,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
无线翡翠频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
纬来精彩频特,http://61.221.215.25:8800/hls/48/index.m3u8
Astr剧集频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod


靖天映画4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv055
中视经典4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv080
华仁纪实4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv013
民视第一4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv003
TRA体育4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv077
靖天卡通4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv044
第壹商业4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv109
美国之音4Gtv,http://litv.zapi.us.kg/?id=litv-ftv03
Amc电影4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv017
MEZZOl4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv083
博斯无限贰台,http://litv.zapi.us.kg/?id=litv-longturn13
阿里郎频道台,http://litv.zapi.us.kg/?id=4gtv-4gtv079
国会频道贰台,http://litv.zapi.us.kg/?id=4gtv-4gtv085
国际财经4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv104
tvbs欢乐4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv068
GLO-Bet4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv016
CAT电影4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv076
龙华卡通4Gtv,http://litv.zapi.us.kg/?id=litv-longturn01
华视闽南4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv041
靖天电影4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv061
tvbs闽南4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv073
半岛新闻4Gtv,http://litv.zapi.us.kg/?id=litv-ftv10
靖洋卡通4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv057
tvbs精采4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv067
八大精彩4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv034
博斯高球壹台,http://litv.zapi.us.kg/?id=litv-longturn05
采昌影剧4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv049
中视闽南4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv040
博斯网球4Gtv,http://litv.zapi.us.kg/?id=litv-longturn09
靖洋戏剧4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv045
台视闽南4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv066
tvbs新闻4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv072
靖天戏剧4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv058
达文西频道台,http://litv.zapi.us.kg/?id=4gtv-4gtv018
靖天综合4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv046
民视旅游4Gtv,http://litv.zapi.us.kg/?id=litv-ftv07
民视闽南4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv155
博斯魅力4Gtv,http://litv.zapi.us.kg/?id=litv-longturn04
东森新闻4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv152
Ginx_TV4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv053
数位电影4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv011
闽镜新闻4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv075
生活英语4Gtv,http://litv.zapi.us.kg/?id=litv-longturn20
民视台湾4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv156
民视新闻4Gtv,http://litv.zapi.us.kg/?id=litv-ftv13
好消息贰4Gtv,http://litv.zapi.us.kg/?id=litv-ftv17
民视闽南4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv002
客家电视4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv043
博斯运动贰台,http://litv.zapi.us.kg/?id=litv-longturn08
龙华电影4Gtv,http://litv.zapi.us.kg/?id=litv-longturn03
中视新闻4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv074
博斯高球贰台,http://litv.zapi.us.kg/?id=litv-longturn06
非凡新闻4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv010
非凡商业4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv048
公视戏剧4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv042
龙华偶像4Gtv,http://litv.zapi.us.kg/?id=litv-longturn12
国会频道壹台,http://litv.zapi.us.kg/?id=4gtv-4gtv084
靖天育乐4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv062
中天新闻4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv009
台视财经4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv056
猪哥亮歌厅台,http://litv.zapi.us.kg/?id=4gtv-4gtv006
亚洲旅游4Gtv,http://litv.zapi.us.kg/?id=litv-longturn17
博斯运动壹台,http://litv.zapi.us.kg/?id=litv-longturn07
爱尔达娱乐台,http://litv.zapi.us.kg/?id=4gtv-4gtv070
好消息壹4Gtv,http://litv.zapi.us.kg/?id=litv-ftv16
博斯无限壹台,http://litv.zapi.us.kg/?id=litv-longturn10
民视综艺4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv004
靖天日本4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv047
寰宇闽南4Gtv,http://litv.zapi.us.kg/?id=litv-longturn15
龙华日韩4Gtv,http://litv.zapi.us.kg/?id=litv-longturn11
华视新闻4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv052
中视菁采4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv064
靖天国际4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv063
民视台湾4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv001
古典音乐4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv059
爱放动漫4Gtv,http://litv.zapi.us.kg/?id=litv-ftv15
东森财经4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv153
靖天资讯4Gtv,http://litv.zapi.us.kg/?id=4gtv-4gtv065
